stressTest_6.dasm (line 1):     [0x0000] 5E35 1000 1000  IFA [0x1000+B], [0x1000+J]
stressTest_6.dasm (line 276):   [0x02BB] 4AF5 0010 0010  IFA [J+0x10], [C+0x10]
stressTest_6.dasm (line 277):   [0x02BE] 4B15 1000       IFA PUSH, [C+0x1000]
stressTest_6.dasm (line 278):   [0x02C0] 4B15 0010       IFA PUSH, [C+0x10]
stressTest_6.dasm (line 279):   [0x02C2] 4B35 1000       IFA [SP], [C+0x1000]
stressTest_6.dasm (line 280):   [0x02C4] 4B35 0010       IFA [SP], [C+0x10]
stressTest_6.dasm (line 281):   [0x02C6] 4B55 1000 1000  IFA [SP+0x1000], [C+0x1000]
stressTest_6.dasm (line 282):   [0x02C9] 4B55 0010 0010  IFA [SP+0x10], [C+0x10]
stressTest_6.dasm (line 283):   [0x02CC] 4B55 1000 1000  IFA PICK 0x1000, [C+0x1000]
stressTest_6.dasm (line 284):   [0x02CF] 4B55 0010 0010  IFA PICK 0x10, [C+0x10]
stressTest_6.dasm (line 285):   [0x02D2] 4B75 1000       IFA SP, [C+0x1000]
stressTest_6.dasm (line 286):   [0x02D4] 4B75 0010       IFA SP, [C+0x10]
stressTest_6.dasm (line 287):   [0x02D6] 4B95 1000       IFA PC, [C+0x1000]
stressTest_6.dasm (line 288):   [0x02D8] 4B95 0010       IFA PC, [C+0x10]
stressTest_6.dasm (line 289):   [0x02DA] 4BB5 1000       IFA EX, [C+0x1000]
stressTest_6.dasm (line 290):   [0x02DC] 4BB5 0010       IFA EX, [C+0x10]
stressTest_6.dasm (line 291):   [0x02DE] 4BD5 1000 1000  IFA [0x1000], [C+0x1000]
stressTest_6.dasm (line 292):   [0x02E1] 4BD5 0010 0010  IFA [0x10], [C+0x10]
stressTest_6.dasm (line 293):   [0x02E4] 4BF5 1000 1000  IFA 0x1000, [C+0x1000]
stressTest_6.dasm (line 294):   [0x02E7] 4BF5 0010 0010  IFA 0x10, [C+0x10]
stressTest_6.dasm (line 295):   [0x02EA] 4C15 1000       IFA A, [X+0x1000]
stressTest_6.dasm (line 296):   [0x02EC] 4C15 0010       IFA A, [X+0x10]
stressTest_6.dasm (line 297):   [0x02EE] 4C35 1000       IFA B, [X+0x1000]
stressTest_6.dasm (line 298):   [0x02F0] 4C35 0010       IFA B, [X+0x10]
stressTest_6.dasm (line 299):   [0x02F2] 4C55 1000       IFA C, [X+0x1000]
stressTest_6.dasm (line 300):   [0x02F4] 4C55 0010       IFA C, [X+0x10]
stressTest_6.dasm (line 301):   [0x02F6] 4C75 1000       IFA X, [X+0x1000]
stressTest_6.dasm (line 302):   [0x02F8] 4C75 0010       IFA X, [X+0x10]
stressTest_6.dasm (line 303):   [0x02FA] 4C95 1000       IFA Y, [X+0x1000]
stressTest_6.dasm (line 304):   [0x02FC] 4C95 0010       IFA Y, [X+0x10]
stressTest_6.dasm (line 305):   [0x02FE] 4CB5 1000       IFA Z, [X+0x1000]
stressTest_6.dasm (line 306):   [0x0300] 4CB5 0010       IFA Z, [X+0x10]
stressTest_6.dasm (line 307):   [0x0302] 4CD5 1000       IFA I, [X+0x1000]
stressTest_6.dasm (line 308):   [0x0304] 4CD5 0010       IFA I, [X+0x10]
stressTest_6.dasm (line 309):   [0x0306] 4CF5 1000       IFA J, [X+0x1000]
stressTest_6.dasm (line 310):   [0x0308] 4CF5 0010       IFA J, [X+0x10]
stressTest_6.dasm (line 311):   [0x030A] 4D15 1000       IFA [A], [X+0x1000]
stressTest_6.dasm (line 312):   [0x030C] 4D15 0010       IFA [A], [X+0x10]
stressTest_6.dasm (line 313):   [0x030E] 4D35 1000       IFA [B], [X+0x1000]
stressTest_6.dasm (line 314):   [0x0310] 4D35 0010       IFA [B], [X+0x10]
stressTest_6.dasm (line 315):   [0x0312] 4D55 1000       IFA [C], [X+0x1000]
stressTest_6.dasm (line 316):   [0x0314] 4D55 0010       IFA [C], [X+0x10]
stressTest_6.dasm (line 317):   [0x0316] 4D75 1000       IFA [X], [X+0x1000]
stressTest_6.dasm (line 318):   [0x0318] 4D75 0010       IFA [X], [X+0x10]
stressTest_6.dasm (line 319):   [0x031A] 4D95 1000       IFA [Y], [X+0x1000]
stressTest_6.dasm (line 320):   [0x031C] 4D95 0010       IFA [Y], [X+0x10]
stressTest_6.dasm (line 321):   [0x031E] 4DB5 1000       IFA [Z], [X+0x1000]
stressTest_6.dasm (line 322):   [0x0320] 4DB5 0010       IFA [Z], [X+0x10]
stressTest_6.dasm (line 323):   [0x0322] 4DD5 1000       IFA [I], [X+0x1000]
stressTest_6.dasm (line 324):   [0x0324] 4DD5 0010       IFA [I], [X+0x10]
stressTest_6.dasm (line 325):   [0x0326] 4DF5 1000       IFA [J], [X+0x1000]
stressTest_6.dasm (line 326):   [0x0328] 4DF5 0010       IFA [J], [X+0x10]
stressTest_6.dasm (line 327):   [0x032A] 4E15 1000 1000  IFA [0x1000+A], [X+0x1000]
stressTest_6.dasm (line 328):   [0x032D] 4E15 0010 0010  IFA [0x10+A], [X+0x10]
stressTest_6.dasm (line 329):   [0x0330] 4E35 1000 1000  IFA [0x1000+B], [X+0x1000]
stressTest_6.dasm (line 330):   [0x0333] 4E35 0010 0010  IFA [0x10+B], [X+0x10]
stressTest_6.dasm (line 331):   [0x0336] 4E55 1000 1000  IFA [0x1000+C], [X+0x1000]
stressTest_6.dasm (line 332):   [0x0339] 4E55 0010 0010  IFA [0x10+C], [X+0x10]
stressTest_6.dasm (line 333):   [0x033C] WARNING: Redundant statement.
stressTest_6.dasm (line 333):   [0x033C] 4E75 1000 1000  IFA [0x1000+X], [X+0x1000]
stressTest_6.dasm (line 334):   [0x033F] WARNING: Redundant statement.
stressTest_6.dasm (line 334):   [0x033F] 4E75 0010 0010  IFA [0x10+X], [X+0x10]
stressTest_6.dasm (line 335):   [0x0342] 4E95 1000 1000  IFA [0x1000+Y], [X+0x1000]
stressTest_6.dasm (line 336):   [0x0345] 4E95 0010 0010  IFA [0x10+Y], [X+0x10]
stressTest_6.dasm (line 337):   [0x0348] 4EB5 1000 1000  IFA [0x1000+Z], [X+0x1000]
stressTest_6.dasm (line 338):   [0x034B] 4EB5 0010 0010  IFA [0x10+Z], [X+0x10]
stressTest_6.dasm (line 339):   [0x034E] 4ED5 1000 1000  IFA [0x1000+I], [X+0x1000]
stressTest_6.dasm (line 340):   [0x0351] 4ED5 0010 0010  IFA [0x10+I], [X+0x10]
stressTest_6.dasm (line 341):   [0x0354] 4EF5 1000 1000  IFA [0x1000+J], [X+0x1000]
stressTest_6.dasm (line 342):   [0x0357] 4EF5 0010 0010  IFA [0x10+J], [X+0x10]
stressTest_6.dasm (line 343):   [0x035A] 4E15 1000 1000  IFA [A+0x1000], [X+0x1000]
stressTest_6.dasm (line 344):   [0x035D] 4E15 0010 0010  IFA [A+0x10], [X+0x10]
stressTest_6.dasm (line 345):   [0x0360] 4E35 1000 1000  IFA [B+0x1000], [X+0x1000]
stressTest_6.dasm (line 346):   [0x0363] 4E35 0010 0010  IFA [B+0x10], [X+0x10]
stressTest_6.dasm (line 347):   [0x0366] 4E55 1000 1000  IFA [C+0x1000], [X+0x1000]
stressTest_6.dasm (line 348):   [0x0369] 4E55 0010 0010  IFA [C+0x10], [X+0x10]
stressTest_6.dasm (line 349):   [0x036C] WARNING: Redundant statement.
stressTest_6.dasm (line 349):   [0x036C] 4E75 1000 1000  IFA [X+0x1000], [X+0x1000]
stressTest_6.dasm (line 350):   [0x036F] WARNING: Redundant statement.
stressTest_6.dasm (line 350):   [0x036F] 4E75 0010 0010  IFA [X+0x10], [X+0x10]
stressTest_6.dasm (line 351):   [0x0372] 4E95 1000 1000  IFA [Y+0x1000], [X+0x1000]
stressTest_6.dasm (line 352):   [0x0375] 4E95 0010 0010  IFA [Y+0x10], [X+0x10]
stressTest_6.dasm (line 353):   [0x0378] 4EB5 1000 1000  IFA [Z+0x1000], [X+0x1000]
stressTest_6.dasm (line 354):   [0x037B] 4EB5 0010 0010  IFA [Z+0x10], [X+0x10]
stressTest_6.dasm (line 355):   [0x037E] 4ED5 1000 1000  IFA [I+0x1000], [X+0x1000]
stressTest_6.dasm (line 356):   [0x0381] 4ED5 0010 0010  IFA [I+0x10], [X+0x10]
stressTest_6.dasm (line 357):   [0x0384] 4EF5 1000 1000  IFA [J+0x1000], [X+0x1000]
stressTest_6.dasm (line 358):   [0x0387] 4EF5 0010 0010  IFA [J+0x10], [X+0x10]
stressTest_6.dasm (line 359):   [0x038A] 4F15 1000       IFA PUSH, [X+0x1000]
stressTest_6.dasm (line 360):   [0x038C] 4F15 0010       IFA PUSH, [X+0x10]
stressTest_6.dasm (line 361):   [0x038E] 4F35 1000       IFA [SP], [X+0x1000]
stressTest_6.dasm (line 362):   [0x0390] 4F35 0010       IFA [SP], [X+0x10]
stressTest_6.dasm (line 363):   [0x0392] 4F55 1000 1000  IFA [SP+0x1000], [X+0x1000]
stressTest_6.dasm (line 364):   [0x0395] 4F55 0010 0010  IFA [SP+0x10], [X+0x10]
stressTest_6.dasm (line 365):   [0x0398] 4F55 1000 1000  IFA PICK 0x1000, [X+0x1000]
stressTest_6.dasm (line 366):   [0x039B] 4F55 0010 0010  IFA PICK 0x10, [X+0x10]
stressTest_6.dasm (line 367):   [0x039E] 4F75 1000       IFA SP, [X+0x1000]
stressTest_6.dasm (line 368):   [0x03A0] 4F75 0010       IFA SP, [X+0x10]
stressTest_6.dasm (line 369):   [0x03A2] 4F95 1000       IFA PC, [X+0x1000]
stressTest_6.dasm (line 370):   [0x03A4] 4F95 0010       IFA PC, [X+0x10]
stressTest_6.dasm (line 371):   [0x03A6] 4FB5 1000       IFA EX, [X+0x1000]
stressTest_6.dasm (line 372):   [0x03A8] 4FB5 0010       IFA EX, [X+0x10]
stressTest_6.dasm (line 373):   [0x03AA] 4FD5 1000 1000  IFA [0x1000], [X+0x1000]
stressTest_6.dasm (line 374):   [0x03AD] 4FD5 0010 0010  IFA [0x10], [X+0x10]
stressTest_6.dasm (line 375):   [0x03B0] 4FF5 1000 1000  IFA 0x1000, [X+0x1000]
stressTest_6.dasm (line 376):   [0x03B3] 4FF5 0010 0010  IFA 0x10, [X+0x10]
stressTest_6.dasm (line 377):   [0x03B6] 5015 1000       IFA A, [Y+0x1000]
stressTest_6.dasm (line 378):   [0x03B8] 5015 0010       IFA A, [Y+0x10]
stressTest_6.dasm (line 379):   [0x03BA] 5035 1000       IFA B, [Y+0x1000]
stressTest_6.dasm (line 380):   [0x03BC] 5035 0010       IFA B, [Y+0x10]
stressTest_6.dasm (line 381):   [0x03BE] 5055 1000       IFA C, [Y+0x1000]
stressTest_6.dasm (line 382):   [0x03C0] 5055 0010       IFA C, [Y+0x10]
stressTest_6.dasm (line 383):   [0x03C2] 5075 1000       IFA X, [Y+0x1000]
stressTest_6.dasm (line 384):   [0x03C4] 5075 0010       IFA X, [Y+0x10]
stressTest_6.dasm (line 385):   [0x03C6] 5095 1000       IFA Y, [Y+0x1000]
stressTest_6.dasm (line 386):   [0x03C8] 5095 0010       IFA Y, [Y+0x10]
stressTest_6.dasm (line 387):   [0x03CA] 50B5 1000       IFA Z, [Y+0x1000]
stressTest_6.dasm (line 388):   [0x03CC] 50B5 0010       IFA Z, [Y+0x10]
stressTest_6.dasm (line 389):   [0x03CE] 50D5 1000       IFA I, [Y+0x1000]
stressTest_6.dasm (line 390):   [0x03D0] 50D5 0010       IFA I, [Y+0x10]
stressTest_6.dasm (line 391):   [0x03D2] 50F5 1000       IFA J, [Y+0x1000]
stressTest_6.dasm (line 392):   [0x03D4] 50F5 0010       IFA J, [Y+0x10]
stressTest_6.dasm (line 393):   [0x03D6] 5115 1000       IFA [A], [Y+0x1000]
stressTest_6.dasm (line 394):   [0x03D8] 5115 0010       IFA [A], [Y+0x10]
stressTest_6.dasm (line 395):   [0x03DA] 5135 1000       IFA [B], [Y+0x1000]
stressTest_6.dasm (line 396):   [0x03DC] 5135 0010       IFA [B], [Y+0x10]
stressTest_6.dasm (line 397):   [0x03DE] 5155 1000       IFA [C], [Y+0x1000]
stressTest_6.dasm (line 398):   [0x03E0] 5155 0010       IFA [C], [Y+0x10]
stressTest_6.dasm (line 399):   [0x03E2] 5175 1000       IFA [X], [Y+0x1000]
stressTest_6.dasm (line 400):   [0x03E4] 5175 0010       IFA [X], [Y+0x10]
stressTest_6.dasm (line 401):   [0x03E6] 5195 1000       IFA [Y], [Y+0x1000]
stressTest_6.dasm (line 402):   [0x03E8] 5195 0010       IFA [Y], [Y+0x10]
stressTest_6.dasm (line 403):   [0x03EA] 51B5 1000       IFA [Z], [Y+0x1000]
stressTest_6.dasm (line 404):   [0x03EC] 51B5 0010       IFA [Z], [Y+0x10]
stressTest_6.dasm (line 405):   [0x03EE] 51D5 1000       IFA [I], [Y+0x1000]
stressTest_6.dasm (line 406):   [0x03F0] 51D5 0010       IFA [I], [Y+0x10]
stressTest_6.dasm (line 407):   [0x03F2] 51F5 1000       IFA [J], [Y+0x1000]
stressTest_6.dasm (line 408):   [0x03F4] 51F5 0010       IFA [J], [Y+0x10]
stressTest_6.dasm (line 409):   [0x03F6] 5215 1000 1000  IFA [0x1000+A], [Y+0x1000]
stressTest_6.dasm (line 410):   [0x03F9] 5215 0010 0010  IFA [0x10+A], [Y+0x10]
stressTest_6.dasm (line 411):   [0x03FC] 5235 1000 1000  IFA [0x1000+B], [Y+0x1000]
stressTest_6.dasm (line 412):   [0x03FF] 5235 0010 0010  IFA [0x10+B], [Y+0x10]
stressTest_6.dasm (line 413):   [0x0402] 5255 1000 1000  IFA [0x1000+C], [Y+0x1000]
stressTest_6.dasm (line 414):   [0x0405] 5255 0010 0010  IFA [0x10+C], [Y+0x10]
stressTest_6.dasm (line 415):   [0x0408] 5275 1000 1000  IFA [0x1000+X], [Y+0x1000]
stressTest_6.dasm (line 416):   [0x040B] 5275 0010 0010  IFA [0x10+X], [Y+0x10]
stressTest_6.dasm (line 417):   [0x040E] WARNING: Redundant statement.
stressTest_6.dasm (line 417):   [0x040E] 5295 1000 1000  IFA [0x1000+Y], [Y+0x1000]
stressTest_6.dasm (line 418):   [0x0411] WARNING: Redundant statement.
stressTest_6.dasm (line 418):   [0x0411] 5295 0010 0010  IFA [0x10+Y], [Y+0x10]
stressTest_6.dasm (line 419):   [0x0414] 52B5 1000 1000  IFA [0x1000+Z], [Y+0x1000]
stressTest_6.dasm (line 420):   [0x0417] 52B5 0010 0010  IFA [0x10+Z], [Y+0x10]
stressTest_6.dasm (line 421):   [0x041A] 52D5 1000 1000  IFA [0x1000+I], [Y+0x1000]
stressTest_6.dasm (line 422):   [0x041D] 52D5 0010 0010  IFA [0x10+I], [Y+0x10]
stressTest_6.dasm (line 423):   [0x0420] 52F5 1000 1000  IFA [0x1000+J], [Y+0x1000]
stressTest_6.dasm (line 424):   [0x0423] 52F5 0010 0010  IFA [0x10+J], [Y+0x10]
stressTest_6.dasm (line 425):   [0x0426] 5215 1000 1000  IFA [A+0x1000], [Y+0x1000]
stressTest_6.dasm (line 426):   [0x0429] 5215 0010 0010  IFA [A+0x10], [Y+0x10]
stressTest_6.dasm (line 427):   [0x042C] 5235 1000 1000  IFA [B+0x1000], [Y+0x1000]
stressTest_6.dasm (line 428):   [0x042F] 5235 0010 0010  IFA [B+0x10], [Y+0x10]
stressTest_6.dasm (line 429):   [0x0432] 5255 1000 1000  IFA [C+0x1000], [Y+0x1000]
stressTest_6.dasm (line 430):   [0x0435] 5255 0010 0010  IFA [C+0x10], [Y+0x10]
stressTest_6.dasm (line 431):   [0x0438] 5275 1000 1000  IFA [X+0x1000], [Y+0x1000]
stressTest_6.dasm (line 432):   [0x043B] 5275 0010 0010  IFA [X+0x10], [Y+0x10]
stressTest_6.dasm (line 433):   [0x043E] WARNING: Redundant statement.
stressTest_6.dasm (line 433):   [0x043E] 5295 1000 1000  IFA [Y+0x1000], [Y+0x1000]
stressTest_6.dasm (line 434):   [0x0441] WARNING: Redundant statement.
stressTest_6.dasm (line 434):   [0x0441] 5295 0010 0010  IFA [Y+0x10], [Y+0x10]
stressTest_6.dasm (line 435):   [0x0444] 52B5 1000 1000  IFA [Z+0x1000], [Y+0x1000]
stressTest_6.dasm (line 436):   [0x0447] 52B5 0010 0010  IFA [Z+0x10], [Y+0x10]
stressTest_6.dasm (line 437):   [0x044A] 52D5 1000 1000  IFA [I+0x1000], [Y+0x1000]
stressTest_6.dasm (line 438):   [0x044D] 52D5 0010 0010  IFA [I+0x10], [Y+0x10]
stressTest_6.dasm (line 439):   [0x0450] 52F5 1000 1000  IFA [J+0x1000], [Y+0x1000]
stressTest_6.dasm (line 440):   [0x0453] 52F5 0010 0010  IFA [J+0x10], [Y+0x10]
stressTest_6.dasm (line 441):   [0x0456] 5315 1000       IFA PUSH, [Y+0x1000]
stressTest_6.dasm (line 442):   [0x0458] 5315 0010       IFA PUSH, [Y+0x10]
stressTest_6.dasm (line 443):   [0x045A] 5335 1000       IFA [SP], [Y+0x1000]
stressTest_6.dasm (line 444):   [0x045C] 5335 0010       IFA [SP], [Y+0x10]
stressTest_6.dasm (line 445):   [0x045E] 5355 1000 1000  IFA [SP+0x1000], [Y+0x1000]
stressTest_6.dasm (line 446):   [0x0461] 5355 0010 0010  IFA [SP+0x10], [Y+0x10]
stressTest_6.dasm (line 447):   [0x0464] 5355 1000 1000  IFA PICK 0x1000, [Y+0x1000]
stressTest_6.dasm (line 448):   [0x0467] 5355 0010 0010  IFA PICK 0x10, [Y+0x10]
stressTest_6.dasm (line 449):   [0x046A] 5375 1000       IFA SP, [Y+0x1000]
stressTest_6.dasm (line 450):   [0x046C] 5375 0010       IFA SP, [Y+0x10]
stressTest_6.dasm (line 451):   [0x046E] 5395 1000       IFA PC, [Y+0x1000]
stressTest_6.dasm (line 452):   [0x0470] 5395 0010       IFA PC, [Y+0x10]
stressTest_6.dasm (line 453):   [0x0472] 53B5 1000       IFA EX, [Y+0x1000]
stressTest_6.dasm (line 454):   [0x0474] 53B5 0010       IFA EX, [Y+0x10]
stressTest_6.dasm (line 455):   [0x0476] 53D5 1000 1000  IFA [0x1000], [Y+0x1000]
stressTest_6.dasm (line 456):   [0x0479] 53D5 0010 0010  IFA [0x10], [Y+0x10]
stressTest_6.dasm (line 457):   [0x047C] 53F5 1000 1000  IFA 0x1000, [Y+0x1000]
stressTest_6.dasm (line 458):   [0x047F] 53F5 0010 0010  IFA 0x10, [Y+0x10]
stressTest_6.dasm (line 459):   [0x0482] 5415 1000       IFA A, [Z+0x1000]
stressTest_6.dasm (line 460):   [0x0484] 5415 0010       IFA A, [Z+0x10]
stressTest_6.dasm (line 461):   [0x0486] 5435 1000       IFA B, [Z+0x1000]
stressTest_6.dasm (line 462):   [0x0488] 5435 0010       IFA B, [Z+0x10]
stressTest_6.dasm (line 463):   [0x048A] 5455 1000       IFA C, [Z+0x1000]
stressTest_6.dasm (line 464):   [0x048C] 5455 0010       IFA C, [Z+0x10]
stressTest_6.dasm (line 465):   [0x048E] 5475 1000       IFA X, [Z+0x1000]
stressTest_6.dasm (line 466):   [0x0490] 5475 0010       IFA X, [Z+0x10]
stressTest_6.dasm (line 467):   [0x0492] 5495 1000       IFA Y, [Z+0x1000]
stressTest_6.dasm (line 468):   [0x0494] 5495 0010       IFA Y, [Z+0x10]
stressTest_6.dasm (line 469):   [0x0496] 54B5 1000       IFA Z, [Z+0x1000]
stressTest_6.dasm (line 470):   [0x0498] 54B5 0010       IFA Z, [Z+0x10]
stressTest_6.dasm (line 471):   [0x049A] 54D5 1000       IFA I, [Z+0x1000]
stressTest_6.dasm (line 472):   [0x049C] 54D5 0010       IFA I, [Z+0x10]
stressTest_6.dasm (line 473):   [0x049E] 54F5 1000       IFA J, [Z+0x1000]
stressTest_6.dasm (line 474):   [0x04A0] 54F5 0010       IFA J, [Z+0x10]
stressTest_6.dasm (line 475):   [0x04A2] 5515 1000       IFA [A], [Z+0x1000]
stressTest_6.dasm (line 476):   [0x04A4] 5515 0010       IFA [A], [Z+0x10]
stressTest_6.dasm (line 477):   [0x04A6] 5535 1000       IFA [B], [Z+0x1000]
stressTest_6.dasm (line 478):   [0x04A8] 5535 0010       IFA [B], [Z+0x10]
stressTest_6.dasm (line 479):   [0x04AA] 5555 1000       IFA [C], [Z+0x1000]
stressTest_6.dasm (line 480):   [0x04AC] 5555 0010       IFA [C], [Z+0x10]
stressTest_6.dasm (line 481):   [0x04AE] 5575 1000       IFA [X], [Z+0x1000]
stressTest_6.dasm (line 482):   [0x04B0] 5575 0010       IFA [X], [Z+0x10]
stressTest_6.dasm (line 483):   [0x04B2] 5595 1000       IFA [Y], [Z+0x1000]
stressTest_6.dasm (line 484):   [0x04B4] 5595 0010       IFA [Y], [Z+0x10]
stressTest_6.dasm (line 485):   [0x04B6] 55B5 1000       IFA [Z], [Z+0x1000]
stressTest_6.dasm (line 486):   [0x04B8] 55B5 0010       IFA [Z], [Z+0x10]
stressTest_6.dasm (line 487):   [0x04BA] 55D5 1000       IFA [I], [Z+0x1000]
stressTest_6.dasm (line 488):   [0x04BC] 55D5 0010       IFA [I], [Z+0x10]
stressTest_6.dasm (line 489):   [0x04BE] 55F5 1000       IFA [J], [Z+0x1000]
stressTest_6.dasm (line 490):   [0x04C0] 55F5 0010       IFA [J], [Z+0x10]
stressTest_6.dasm (line 491):   [0x04C2] 5615 1000 1000  IFA [0x1000+A], [Z+0x1000]
stressTest_6.dasm (line 492):   [0x04C5] 5615 0010 0010  IFA [0x10+A], [Z+0x10]
stressTest_6.dasm (line 493):   [0x04C8] 5635 1000 1000  IFA [0x1000+B], [Z+0x1000]
stressTest_6.dasm (line 494):   [0x04CB] 5635 0010 0010  IFA [0x10+B], [Z+0x10]
stressTest_6.dasm (line 495):   [0x04CE] 5655 1000 1000  IFA [0x1000+C], [Z+0x1000]
stressTest_6.dasm (line 496):   [0x04D1] 5655 0010 0010  IFA [0x10+C], [Z+0x10]
stressTest_6.dasm (line 497):   [0x04D4] 5675 1000 1000  IFA [0x1000+X], [Z+0x1000]
stressTest_6.dasm (line 498):   [0x04D7] 5675 0010 0010  IFA [0x10+X], [Z+0x10]
stressTest_6.dasm (line 499):   [0x04DA] 5695 1000 1000  IFA [0x1000+Y], [Z+0x1000]
stressTest_6.dasm (line 500):   [0x04DD] 5695 0010 0010  IFA [0x10+Y], [Z+0x10]
stressTest_6.dasm (line 501):   [0x04E0] WARNING: Redundant statement.
stressTest_6.dasm (line 501):   [0x04E0] 56B5 1000 1000  IFA [0x1000+Z], [Z+0x1000]
stressTest_6.dasm (line 502):   [0x04E3] WARNING: Redundant statement.
stressTest_6.dasm (line 502):   [0x04E3] 56B5 0010 0010  IFA [0x10+Z], [Z+0x10]
stressTest_6.dasm (line 503):   [0x04E6] 56D5 1000 1000  IFA [0x1000+I], [Z+0x1000]
stressTest_6.dasm (line 504):   [0x04E9] 56D5 0010 0010  IFA [0x10+I], [Z+0x10]
stressTest_6.dasm (line 505):   [0x04EC] 56F5 1000 1000  IFA [0x1000+J], [Z+0x1000]
stressTest_6.dasm (line 506):   [0x04EF] 56F5 0010 0010  IFA [0x10+J], [Z+0x10]
stressTest_6.dasm (line 507):   [0x04F2] 5615 1000 1000  IFA [A+0x1000], [Z+0x1000]
stressTest_6.dasm (line 508):   [0x04F5] 5615 0010 0010  IFA [A+0x10], [Z+0x10]
stressTest_6.dasm (line 509):   [0x04F8] 5635 1000 1000  IFA [B+0x1000], [Z+0x1000]
stressTest_6.dasm (line 510):   [0x04FB] 5635 0010 0010  IFA [B+0x10], [Z+0x10]
stressTest_6.dasm (line 511):   [0x04FE] 5655 1000 1000  IFA [C+0x1000], [Z+0x1000]
stressTest_6.dasm (line 512):   [0x0501] 5655 0010 0010  IFA [C+0x10], [Z+0x10]
stressTest_6.dasm (line 513):   [0x0504] 5675 1000 1000  IFA [X+0x1000], [Z+0x1000]
stressTest_6.dasm (line 514):   [0x0507] 5675 0010 0010  IFA [X+0x10], [Z+0x10]
stressTest_6.dasm (line 515):   [0x050A] 5695 1000 1000  IFA [Y+0x1000], [Z+0x1000]
stressTest_6.dasm (line 516):   [0x050D] 5695 0010 0010  IFA [Y+0x10], [Z+0x10]
stressTest_6.dasm (line 517):   [0x0510] WARNING: Redundant statement.
stressTest_6.dasm (line 517):   [0x0510] 56B5 1000 1000  IFA [Z+0x1000], [Z+0x1000]
stressTest_6.dasm (line 518):   [0x0513] WARNING: Redundant statement.
stressTest_6.dasm (line 518):   [0x0513] 56B5 0010 0010  IFA [Z+0x10], [Z+0x10]
stressTest_6.dasm (line 519):   [0x0516] 56D5 1000 1000  IFA [I+0x1000], [Z+0x1000]
stressTest_6.dasm (line 520):   [0x0519] 56D5 0010 0010  IFA [I+0x10], [Z+0x10]
stressTest_6.dasm (line 521):   [0x051C] 56F5 1000 1000  IFA [J+0x1000], [Z+0x1000]
stressTest_6.dasm (line 522):   [0x051F] 56F5 0010 0010  IFA [J+0x10], [Z+0x10]
stressTest_6.dasm (line 523):   [0x0522] 5715 1000       IFA PUSH, [Z+0x1000]
stressTest_6.dasm (line 524):   [0x0524] 5715 0010       IFA PUSH, [Z+0x10]
stressTest_6.dasm (line 525):   [0x0526] 5735 1000       IFA [SP], [Z+0x1000]
stressTest_6.dasm (line 526):   [0x0528] 5735 0010       IFA [SP], [Z+0x10]
stressTest_6.dasm (line 527):   [0x052A] 5755 1000 1000  IFA [SP+0x1000], [Z+0x1000]
stressTest_6.dasm (line 528):   [0x052D] 5755 0010 0010  IFA [SP+0x10], [Z+0x10]
stressTest_6.dasm (line 529):   [0x0530] 5755 1000 1000  IFA PICK 0x1000, [Z+0x1000]
stressTest_6.dasm (line 530):   [0x0533] 5755 0010 0010  IFA PICK 0x10, [Z+0x10]
stressTest_6.dasm (line 531):   [0x0536] 5775 1000       IFA SP, [Z+0x1000]
stressTest_6.dasm (line 532):   [0x0538] 5775 0010       IFA SP, [Z+0x10]
stressTest_6.dasm (line 533):   [0x053A] 5795 1000       IFA PC, [Z+0x1000]
stressTest_6.dasm (line 534):   [0x053C] 5795 0010       IFA PC, [Z+0x10]
stressTest_6.dasm (line 535):   [0x053E] 57B5 1000       IFA EX, [Z+0x1000]
stressTest_6.dasm (line 536):   [0x0540] 57B5 0010       IFA EX, [Z+0x10]
stressTest_6.dasm (line 537):   [0x0542] 57D5 1000 1000  IFA [0x1000], [Z+0x1000]
stressTest_6.dasm (line 538):   [0x0545] 57D5 0010 0010  IFA [0x10], [Z+0x10]
stressTest_6.dasm (line 539):   [0x0548] 57F5 1000 1000  IFA 0x1000, [Z+0x1000]
stressTest_6.dasm (line 540):   [0x054B] 57F5 0010 0010  IFA 0x10, [Z+0x10]
stressTest_6.dasm (line 541):   [0x054E] 5815 1000       IFA A, [I+0x1000]
stressTest_6.dasm (line 542):   [0x0550] 5815 0010       IFA A, [I+0x10]
stressTest_6.dasm (line 543):   [0x0552] 5835 1000       IFA B, [I+0x1000]
stressTest_6.dasm (line 544):   [0x0554] 5835 0010       IFA B, [I+0x10]
stressTest_6.dasm (line 545):   [0x0556] 5855 1000       IFA C, [I+0x1000]
stressTest_6.dasm (line 546):   [0x0558] 5855 0010       IFA C, [I+0x10]
stressTest_6.dasm (line 547):   [0x055A] 5875 1000       IFA X, [I+0x1000]
stressTest_6.dasm (line 548):   [0x055C] 5875 0010       IFA X, [I+0x10]
